player_id,team_id,first_name,last_name,birth_date,height,weight,position,draft_year,season_exp
203944,1610612750,Julius,Randle,1994-11-29,81,250,F-C,2014,11
203939,1610612742,Dwight,Powell,1991-07-20,82,240,F-C,2014,11
203937,1610612762,Kyle,Anderson,1993-09-20,81,230,F-G,2014,11
203935,1610612747,Marcus,Smart,1994-03-06,75,220,G,2014,11
203932,1610612743,Aaron,Gordon,1995-09-16,80,235,F,2014,11
203926,1610612758,Doug,McDermott,1992-01-03,78,225,F,2014,11
203924,1610612757,Jerami,Grant,1994-03-12,79,210,F,2014,11
203915,1610612766,Spencer,Dinwiddie,1993-04-06,77,215,G,2014,11
203914,1610612749,Gary,Harris,1994-09-14,76,210,G,2014,11
203903,1610612752,Jordan,Clarkson,1992-06-07,75,194,G,2014,11
203901,1610612740,Elfrid,Payton,1994-02-22,75,195,G,2014,9
203897,1610612758,Zach,LaVine,1995-03-10,77,200,G,2014,11
203648,1610612749,Thanasis,Antetokounmpo,1992-07-18,79,219,F,2014,6
203507,1610612749,Giannis,Antetokounmpo,1994-12-06,83,243,F,2013,12
203501,1610612743,Tim,Hardaway Jr.,1992-03-16,77,205,G-F,2013,12
203500,1610612745,Steven,Adams,1993-07-20,83,265,C,2013,11
203497,1610612750,Rudy,Gobert,1992-06-26,85,258,C,2013,12
203493,1610612745,Reggie,Bullock Jr.,1991-03-16,78,205,G-F,2013,10
203488,1610612760,Mike,Muscala,1991-07-01,82,240,F-C,2013,10
203486,1610612766,Mason,Plumlee,1990-03-05,82,254,F-C,2013,12
203484,1610612763,Kentavious,Caldwell-Pope,1993-02-18,77,204,G,2013,12
203482,1610612759,Kelly,Olynyk,1991-04-19,83,240,F-C,2013,12
203471,1610612758,Dennis,Schröder,1993-09-15,73,175,G,2013,12
203469,1610612740,Cody,Zeller,1992-10-05,83,240,F-C,2013,10
203468,1610612764,CJ,McCollum,1991-09-19,75,190,G,2013,12
203458,1610612752,Alex,Len,1993-06-16,84,250,C,2013,12
203114,1610612764,Khris,Middleton,1991-08-12,79,222,F,2012,13
203110,1610612744,Draymond,Green,1990-03-04,78,230,F,2012,13
203109,1610612758,Jae,Crowder,1990-07-06,78,235,F,2012,13
203095,1610612765,Evan,Fournier,1992-10-29,78,205,G-F,2012,11
203084,1610612759,Harrison,Barnes,1992-05-30,80,225,F,2012,13
203083,1610612755,Andre,Drummond,1993-08-10,83,279,C,2012,13
203081,1610612757,Damian,Lillard,1990-07-15,74,195,G,2012,13
203078,1610612746,Bradley,Beal,1993-06-28,76,207,G,2012,13
203076,1610612742,Anthony,Davis,1993-03-11,82,253,F-C,2012,13
202722,1610612766,Dāvis,Bertāns,1992-11-12,82,225,F,2011,7
202711,1610612752,Bojan,Bogdanovic,1989-04-18,79,226,F,2011,9
202710,1610612744,Jimmy,Butler III,1989-09-14,79,230,F,2011,14
202709,1610612753,Cory,Joseph,1991-08-20,74,200,G,2011,14
202699,1610612765,Tobias,Harris,1992-07-15,80,226,F,2011,14
202696,1610612741,Nikola,Vučević,1990-10-24,82,260,C,2011,14
202695,1610612746,Kawhi,Leonard,1991-06-29,79,225,F,2011,13
202694,1610612739,Marcus,Morris Sr.,1989-09-02,80,218,F,2011,12
202693,1610612747,Markieff,Morris,1989-09-02,81,245,F,2011,14
202692,1610612748,Alec,Burks,1991-07-20,77,214,G,2011,14
202691,1610612742,Klay,Thompson,1990-02-08,77,220,G,2011,12
202687,1610612759,Bismack,Biyombo,1992-08-28,80,255,C,2011,14
202685,1610612743,Jonas,Valančiūnas,1992-05-06,83,265,C,2011,13
202684,1610612739,Tristan,Thompson,1991-03-13,81,254,C-F,2011,14
202681,1610612742,Kyrie,Irving,1992-03-23,74,195,G,2011,14
202331,1610612755,Paul,George,1990-05-02,80,220,F,2010,15
202330,1610612760,Gordon,Hayward,1990-03-23,79,225,F,2010,13
201988,1610612746,Patty,Mills,1988-08-11,74,180,G,2009,16
201976,1610612749,Patrick,Beverley,1988-07-12,74,180,G,2009,11
201959,1610612766,Taj,Gibson,1985-06-24,81,232,F,2009,16
201950,1610612757,Jrue,Holiday,1990-06-12,76,205,G,2009,16
201949,1610612754,James,Johnson,1987-02-20,79,240,F,2009,16
201942,1610612758,DeMar,DeRozan,1989-08-07,78,220,G-F,2009,16
201939,1610612744,Stephen,Curry,1988-03-14,74,185,G,2009,16
201935,1610612746,James,Harden,1989-08-26,77,220,G,2009,16
201599,1610612743,DeAndre,Jordan,1988-07-21,83,265,C,2008,17
201587,1610612746,Nicolas,Batum,1988-12-14,80,230,G-F,2008,17
201580,1610612758,JaVale,McGee,1988-01-19,84,270,C-F,2008,15
201572,1610612746,Brook,Lopez,1988-04-01,85,282,C,2008,17
201569,1610612755,Eric,Gordon,1988-12-25,75,215,G,2008,17
201568,1610612749,Danilo,Gallinari,1988-08-08,82,236,F,2008,13
201567,1610612762,Kevin,Love,1988-09-07,80,251,F-C,2008,17
201566,1610612743,Russell,Westbrook,1988-11-12,76,200,G,2008,17
201565,1610612763,Derrick,Rose,1988-10-04,75,200,G,2008,14
201152,1610612756,Thaddeus,Young,1988-06-21,80,225,F,2007,16
201145,1610612745,Jeff,Green,1986-08-28,80,235,F,2007,17
201144,1610612750,Mike,Conley,1987-10-11,72,175,G,2007,18
201143,1610612738,Al,Horford,1986-06-03,81,240,C-F,2007,18
201142,1610612745,Kevin,Durant,1988-09-29,83,240,F,2007,17
200782,1610612752,P.J.,Tucker,1985-05-05,77,245,F,2006,14
200768,1610612755,Kyle,Lowry,1986-03-25,72,196,G,2006,19
101108,1610612746,Chris,Paul,1985-05-06,72,175,G,2005,20
2544,1610612747,LeBron,James,1984-12-30,81,250,F,2003,22
